ville;code_commune;nom_commune;zone;annee;type_local;prix_m2_median;nb_ventes
Lyon;69163;Quincieux;peripherie;2024;Appartement;;10
Lyon;69163;Quincieux;peripherie;2024;Maison;;21
Lyon;69163;Quincieux;peripherie;2025;Appartement;;10
Lyon;69163;Quincieux;peripherie;2025;Maison;;28
Lyon;69168;Rochetaillée-sur-Saône;peripherie;2021;Appartement;;7
Lyon;69168;Rochetaillée-sur-Saône;peripherie;2021;Maison;;11
Lyon;69168;Rochetaillée-sur-Saône;peripherie;2022;Appartement;;10
Lyon;69168;Rochetaillée-sur-Saône;peripherie;2022;Maison;;5
Lyon;69168;Rochetaillée-sur-Saône;peripherie;2023;Appartement;;4
Lyon;69168;Rochetaillée-sur-Saône;peripherie;2023;Maison;;8
Lyon;69168;Rochetaillée-sur-Saône;peripherie;2024;Appartement;;1
Lyon;69168;Rochetaillée-sur-Saône;peripherie;2024;Maison;;3
Lyon;69168;Rochetaillée-sur-Saône;peripherie;2025;Appartement;;5
Lyon;69168;Rochetaillée-sur-Saône;peripherie;2025;Maison;;5
Lyon;69191;Saint-Cyr-au-Mont-d'Or;peripherie;2021;Appartement;;28
Lyon;69191;Saint-Cyr-au-Mont-d'Or;peripherie;2021;Maison;;29
Lyon;69191;Saint-Cyr-au-Mont-d'Or;peripherie;2022;Appartement;;18
Lyon;69191;Saint-Cyr-au-Mont-d'Or;peripherie;2022;Maison;;25
Lyon;69191;Saint-Cyr-au-Mont-d'Or;peripherie;2023;Appartement;;18
Lyon;69191;Saint-Cyr-au-Mont-d'Or;peripherie;2023;Maison;6138.0;36
Lyon;69191;Saint-Cyr-au-Mont-d'Or;peripherie;2024;Appartement;;12
Lyon;69191;Saint-Cyr-au-Mont-d'Or;peripherie;2024;Maison;;26
Lyon;69191;Saint-Cyr-au-Mont-d'Or;peripherie;2025;Appartement;;17
Lyon;69191;Saint-Cyr-au-Mont-d'Or;peripherie;2025;Maison;5693.0;41
Lyon;69194;Saint-Didier-au-Mont-d'Or;peripherie;2021;Appartement;5381.0;32
Lyon;69194;Saint-Didier-au-Mont-d'Or;peripherie;2021;Maison;6648.0;31
Lyon;69194;Saint-Didier-au-Mont-d'Or;peripherie;2022;Appartement;4585.0;32
Lyon;69194;Saint-Didier-au-Mont-d'Or;peripherie;2022;Maison;;24
Lyon;69194;Saint-Didier-au-Mont-d'Or;peripherie;2023;Appartement;5067.0;35
Lyon;69194;Saint-Didier-au-Mont-d'Or;peripherie;2023;Maison;;19
Lyon;69194;Saint-Didier-au-Mont-d'Or;peripherie;2024;Appartement;;20
Lyon;69194;Saint-Didier-au-Mont-d'Or;peripherie;2024;Maison;;12
Lyon;69194;Saint-Didier-au-Mont-d'Or;peripherie;2025;Appartement;4594.0;48
Lyon;69194;Saint-Didier-au-Mont-d'Or;peripherie;2025;Maison;;12
Lyon;69199;Saint-Fons;peripherie;2021;Appartement;2258.0;153
Lyon;69199;Saint-Fons;peripherie;2021;Maison;;29
Lyon;69199;Saint-Fons;peripherie;2022;Appartement;2540.0;115
Lyon;69199;Saint-Fons;peripherie;2022;Maison;;26
Lyon;69199;Saint-Fons;peripherie;2023;Appartement;1990.0;112
Lyon;69199;Saint-Fons;peripherie;2023;Maison;;28
Lyon;69199;Saint-Fons;peripherie;2024;Appartement;2201.0;71
Lyon;69199;Saint-Fons;peripherie;2024;Maison;;18
Lyon;69199;Saint-Fons;peripherie;2025;Appartement;2286.0;82
Lyon;69199;Saint-Fons;peripherie;2025;Maison;;21
Lyon;69202;Sainte-Foy-lès-Lyon;peripherie;2021;Appartement;3397.0;279
Lyon;69202;Sainte-Foy-lès-Lyon;peripherie;2021;Maison;5891.0;58
Lyon;69202;Sainte-Foy-lès-Lyon;peripherie;2022;Appartement;3690.0;255
Lyon;69202;Sainte-Foy-lès-Lyon;peripherie;2022;Maison;6250.0;51
Lyon;69202;Sainte-Foy-lès-Lyon;peripherie;2023;Appartement;3674.0;193
Lyon;69202;Sainte-Foy-lès-Lyon;peripherie;2023;Maison;5613.0;40
Lyon;69202;Sainte-Foy-lès-Lyon;peripherie;2024;Appartement;3313.0;174
Lyon;69202;Sainte-Foy-lès-Lyon;peripherie;2024;Maison;5408.0;35
Lyon;69202;Sainte-Foy-lès-Lyon;peripherie;2025;Appartement;3182.0;240
Lyon;69202;Sainte-Foy-lès-Lyon;peripherie;2025;Maison;5168.0;45
Lyon;69204;Saint-Genis-Laval;peripherie;2021;Appartement;3636.0;181
Lyon;69204;Saint-Genis-Laval;peripherie;2021;Maison;4747.0;75
Lyon;69204;Saint-Genis-Laval;peripherie;2022;Appartement;3814.0;195
Lyon;69204;Saint-Genis-Laval;peripherie;2022;Maison;5208.0;89
Lyon;69204;Saint-Genis-Laval;peripherie;2023;Appartement;3667.0;147
Lyon;69204;Saint-Genis-Laval;peripherie;2023;Maison;5273.0;52
Lyon;69204;Saint-Genis-Laval;peripherie;2024;Appartement;3451.0;111
Lyon;69204;Saint-Genis-Laval;peripherie;2024;Maison;4549.0;60
Lyon;69204;Saint-Genis-Laval;peripherie;2025;Appartement;3417.0;167
Lyon;69204;Saint-Genis-Laval;peripherie;2025;Maison;4646.0;67
Lyon;69205;Saint-Genis-les-Ollières;peripherie;2021;Appartement;;12
Lyon;69205;Saint-Genis-les-Ollières;peripherie;2021;Maison;4576.0;30
Lyon;69205;Saint-Genis-les-Ollières;peripherie;2022;Appartement;;18
Lyon;69205;Saint-Genis-les-Ollières;peripherie;2022;Maison;5089.0;45
Lyon;69205;Saint-Genis-les-Ollières;peripherie;2023;Appartement;;8
Lyon;69205;Saint-Genis-les-Ollières;peripherie;2023;Maison;;20
Lyon;69205;Saint-Genis-les-Ollières;peripherie;2024;Appartement;;10
Lyon;69205;Saint-Genis-les-Ollières;peripherie;2024;Maison;;28
Lyon;69205;Saint-Genis-les-Ollières;peripherie;2025;Appartement;;13
Lyon;69205;Saint-Genis-les-Ollières;peripherie;2025;Maison;4337.0;31
Lyon;69207;Saint-Germain-au-Mont-d'Or;peripherie;2021;Appartement;;10
Lyon;69207;Saint-Germain-au-Mont-d'Or;peripherie;2021;Maison;;21
Lyon;69207;Saint-Germain-au-Mont-d'Or;peripherie;2022;Appartement;;17
Lyon;69207;Saint-Germain-au-Mont-d'Or;peripherie;2022;Maison;;19
Lyon;69207;Saint-Germain-au-Mont-d'Or;peripherie;2023;Appartement;;28
Lyon;69207;Saint-Germain-au-Mont-d'Or;peripherie;2023;Maison;;10
Lyon;69207;Saint-Germain-au-Mont-d'Or;peripherie;2024;Appartement;;15
Lyon;69207;Saint-Germain-au-Mont-d'Or;peripherie;2024;Maison;;11
Lyon;69207;Saint-Germain-au-Mont-d'Or;peripherie;2025;Appartement;;18
Lyon;69207;Saint-Germain-au-Mont-d'Or;peripherie;2025;Maison;;14
Lyon;69233;Saint-Romain-au-Mont-d'Or;peripherie;2021;Appartement;;3
Lyon;69233;Saint-Romain-au-Mont-d'Or;peripherie;2021;Maison;;17
Lyon;69233;Saint-Romain-au-Mont-d'Or;peripherie;2022;Appartement;;2
Lyon;69233;Saint-Romain-au-Mont-d'Or;peripherie;2022;Maison;;10
Lyon;69233;Saint-Romain-au-Mont-d'Or;peripherie;2023;Appartement;;4
Lyon;69233;Saint-Romain-au-Mont-d'Or;peripherie;2023;Maison;;6
Lyon;69233;Saint-Romain-au-Mont-d'Or;peripherie;2024;Appartement;;2
Lyon;69233;Saint-Romain-au-Mont-d'Or;peripherie;2024;Maison;;5
Lyon;69233;Saint-Romain-au-Mont-d'Or;peripherie;2025;Appartement;;2
Lyon;69233;Saint-Romain-au-Mont-d'Or;peripherie;2025;Maison;;16
Lyon;69244;Tassin-la-Demi-Lune;peripherie;2021;Appartement;4156.0;367
Lyon;69244;Tassin-la-Demi-Lune;peripherie;2021;Maison;6474.0;45
Lyon;69244;Tassin-la-Demi-Lune;peripherie;2022;Appartement;4515.0;337
Lyon;69244;Tassin-la-Demi-Lune;peripherie;2022;Maison;6180.0;38
Lyon;69244;Tassin-la-Demi-Lune;peripherie;2023;Appartement;4438.0;244
Lyon;69244;Tassin-la-Demi-Lune;peripherie;2023;Maison;;12
Lyon;69244;Tassin-la-Demi-Lune;peripherie;2024;Appartement;4000.0;239
Lyon;69244;Tassin-la-Demi-Lune;peripherie;2024;Maison;;21
Lyon;69244;Tassin-la-Demi-Lune;peripherie;2025;Appartement;4108.0;296
Lyon;69244;Tassin-la-Demi-Lune;peripherie;2025;Maison;;24
Lyon;69250;La Tour-de-Salvagny;peripherie;2021;Appartement;;22
Lyon;69250;La Tour-de-Salvagny;peripherie;2021;Maison;;25
Lyon;69250;La Tour-de-Salvagny;peripherie;2022;Appartement;4153.0;39
Lyon;69250;La Tour-de-Salvagny;peripherie;2022;Maison;;20
Lyon;69250;La Tour-de-Salvagny;peripherie;2023;Appartement;;28
Lyon;69250;La Tour-de-Salvagny;peripherie;2023;Maison;;12
Lyon;69250;La Tour-de-Salvagny;peripherie;2024;Appartement;;21
Lyon;69250;La Tour-de-Salvagny;peripherie;2024;Maison;;20
Lyon;69250;La Tour-de-Salvagny;peripherie;2025;Appartement;;13
Lyon;69250;La Tour-de-Salvagny;peripherie;2025;Maison;;17
Lyon;69256;Vaulx-en-Velin;peripherie;2021;Appartement;2609.0;412
Lyon;69256;Vaulx-en-Velin;peripherie;2021;Maison;3641.0;87
Lyon;69256;Vaulx-en-Velin;peripherie;2022;Appartement;2891.0;355
Lyon;69256;Vaulx-en-Velin;peripherie;2022;Maison;3641.0;72
Lyon;69256;Vaulx-en-Velin;peripherie;2023;Appartement;2797.0;251
Lyon;69256;Vaulx-en-Velin;peripherie;2023;Maison;3868.0;70
Lyon;69256;Vaulx-en-Velin;peripherie;2024;Appartement;2560.0;221
Lyon;69256;Vaulx-en-Velin;peripherie;2024;Maison;3318.0;60
Lyon;69256;Vaulx-en-Velin;peripherie;2025;Appartement;2812.0;237
Lyon;69256;Vaulx-en-Velin;peripherie;2025;Maison;3110.0;59
Lyon;69259;Vénissieux;peripherie;2021;Appartement;2578.0;532
Lyon;69259;Vénissieux;peripherie;2021;Maison;3508.0;112
Lyon;69259;Vénissieux;peripherie;2022;Appartement;2763.0;514
Lyon;69259;Vénissieux;peripherie;2022;Maison;3889.0;108
Lyon;69259;Vénissieux;peripherie;2023;Appartement;2877.0;379
Lyon;69259;Vénissieux;peripherie;2023;Maison;3734.0;62
Lyon;69259;Vénissieux;peripherie;2024;Appartement;2544.0;325
Lyon;69259;Vénissieux;peripherie;2024;Maison;3556.0;75
Lyon;69259;Vénissieux;peripherie;2025;Appartement;2527.0;380
Lyon;69259;Vénissieux;peripherie;2025;Maison;3359.0;88
Lyon;69260;Vernaison;peripherie;2021;Appartement;3347.0;39
Lyon;69260;Vernaison;peripherie;2021;Maison;;24
Lyon;69260;Vernaison;peripherie;2022;Appartement;;28
Lyon;69260;Vernaison;peripherie;2022;Maison;;28
Lyon;69260;Vernaison;peripherie;2023;Appartement;;18
Lyon;69260;Vernaison;peripherie;2023;Maison;;13
Lyon;69260;Vernaison;peripherie;2024;Appartement;;21
Lyon;69260;Vernaison;peripherie;2024;Maison;;15
Lyon;69260;Vernaison;peripherie;2025;Appartement;;29
Lyon;69260;Vernaison;peripherie;2025;Maison;;16
Lyon;69266;Villeurbanne;peripherie;2021;Appartement;3884.0;2696
Lyon;69266;Villeurbanne;peripherie;2021;Maison;4882.0;173
Lyon;69266;Villeurbanne;peripherie;2022;Appartement;3973.0;2459
Lyon;69266;Villeurbanne;peripherie;2022;Maison;4786.0;148
Lyon;69266;Villeurbanne;peripherie;2023;Appartement;3840.0;1892
Lyon;69266;Villeurbanne;peripherie;2023;Maison;4559.0;98
Lyon;69266;Villeurbanne;peripherie;2024;Appartement;3505.0;1667
Lyon;69266;Villeurbanne;peripherie;2024;Maison;4143.0;84
Lyon;69266;Villeurbanne;peripherie;2025;Appartement;3567.0;1883
Lyon;69266;Villeurbanne;peripherie;2025;Maison;4186.0;85
Lyon;69271;Chassieu;peripherie;2021;Appartement;4101.0;54
Lyon;69271;Chassieu;peripherie;2021;Maison;4471.0;75
Lyon;69271;Chassieu;peripherie;2022;Appartement;4559.0;37
Lyon;69271;Chassieu;peripherie;2022;Maison;4757.0;65
Lyon;69271;Chassieu;peripherie;2023;Appartement;4694.0;31
Lyon;69271;Chassieu;peripherie;2023;Maison;4464.0;51
Lyon;69271;Chassieu;peripherie;2024;Appartement;4139.0;30
Lyon;69271;Chassieu;peripherie;2024;Maison;4317.0;59
Lyon;69271;Chassieu;peripherie;2025;Appartement;4319.0;36
Lyon;69271;Chassieu;peripherie;2025;Maison;4235.0;43
Lyon;69273;Corbas;peripherie;2021;Appartement;2481.0;51
Lyon;69273;Corbas;peripherie;2021;Maison;3889.0;73
Lyon;69273;Corbas;peripherie;2022;Appartement;2880.0;64
Lyon;69273;Corbas;peripherie;2022;Maison;4352.0;63
Lyon;69273;Corbas;peripherie;2023;Appartement;2574.0;49
Lyon;69273;Corbas;peripherie;2023;Maison;3977.0;43
Lyon;69273;Corbas;peripherie;2024;Appartement;2459.0;32
Lyon;69273;Corbas;peripherie;2024;Maison;3886.0;42
Lyon;69273;Corbas;peripherie;2025;Appartement;2405.0;48
Lyon;69273;Corbas;peripherie;2025;Maison;3561.0;50
Lyon;69275;Décines-Charpieu;peripherie;2021;Appartement;3000.0;294
Lyon;69275;Décines-Charpieu;peripherie;2021;Maison;4315.0;108
Lyon;69275;Décines-Charpieu;peripherie;2022;Appartement;3235.0;291
Lyon;69275;Décines-Charpieu;peripherie;2022;Maison;4571.0;110
Lyon;69275;Décines-Charpieu;peripherie;2023;Appartement;3175.0;216
Lyon;69275;Décines-Charpieu;peripherie;2023;Maison;4391.0;64
Lyon;69275;Décines-Charpieu;peripherie;2024;Appartement;3068.0;178
Lyon;69275;Décines-Charpieu;peripherie;2024;Maison;4056.0;66
Lyon;69275;Décines-Charpieu;peripherie;2025;Appartement;3125.0;216
Lyon;69275;Décines-Charpieu;peripherie;2025;Maison;3765.0;66
Lyon;69276;Feyzin;peripherie;2021;Appartement;2294.0;70
Lyon;69276;Feyzin;peripherie;2021;Maison;3435.0;56
Lyon;69276;Feyzin;peripherie;2022;Appartement;2431.0;48
Lyon;69276;Feyzin;peripherie;2022;Maison;4011.0;55
Lyon;69276;Feyzin;peripherie;2023;Appartement;2498.0;38
Lyon;69276;Feyzin;peripherie;2023;Maison;3750.0;37
Lyon;69276;Feyzin;peripherie;2024;Appartement;2379.0;42
Lyon;69276;Feyzin;peripherie;2024;Maison;3419.0;36
Lyon;69276;Feyzin;peripherie;2025;Appartement;2261.0;52
Lyon;69276;Feyzin;peripherie;2025;Maison;3055.0;40
Lyon;69278;Genay;peripherie;2021;Appartement;2803.0;31
Lyon;69278;Genay;peripherie;2021;Maison;4064.0;31
Lyon;69278;Genay;peripherie;2022;Appartement;3228.0;30
Lyon;69278;Genay;peripherie;2022;Maison;;29
Lyon;69278;Genay;peripherie;2023;Appartement;;29
Lyon;69278;Genay;peripherie;2023;Maison;;18
Lyon;69278;Genay;peripherie;2024;Appartement;;27
Lyon;69278;Genay;peripherie;2024;Maison;3855.0;31
Lyon;69278;Genay;peripherie;2025;Appartement;;18
Lyon;69278;Genay;peripherie;2025;Maison;3599.0;32
Lyon;69279;Jonage;peripherie;2021;Appartement;;9
Lyon;69279;Jonage;peripherie;2021;Maison;4248.0;35
Lyon;69279;Jonage;peripherie;2022;Appartement;;6
Lyon;69279;Jonage;peripherie;2022;Maison;4474.0;42
Lyon;69279;Jonage;peripherie;2023;Appartement;;5
Lyon;69279;Jonage;peripherie;2023;Maison;;29
Lyon;69279;Jonage;peripherie;2024;Appartement;;11
Lyon;69279;Jonage;peripherie;2024;Maison;;27
Lyon;69279;Jonage;peripherie;2025;Appartement;;7
Lyon;69279;Jonage;peripherie;2025;Maison;3766.0;34
Lyon;69282;Meyzieu;peripherie;2021;Appartement;3511.0;222
Lyon;69282;Meyzieu;peripherie;2021;Maison;4103.0;236
Lyon;69282;Meyzieu;peripherie;2022;Appartement;3685.0;201
Lyon;69282;Meyzieu;peripherie;2022;Maison;4480.0;213
Lyon;69282;Meyzieu;peripherie;2023;Appartement;3571.0;157
Lyon;69282;Meyzieu;peripherie;2023;Maison;4194.0;136
Lyon;69282;Meyzieu;peripherie;2024;Appartement;3322.0;163
Lyon;69282;Meyzieu;peripherie;2024;Maison;3941.0;140
Lyon;69282;Meyzieu;peripherie;2025;Appartement;3333.0;158
Lyon;69282;Meyzieu;peripherie;2025;Maison;3755.0;160
Lyon;69283;Mions;peripherie;2021;Appartement;3513.0;56
Lyon;69283;Mions;peripherie;2021;Maison;4026.0;122
Lyon;69283;Mions;peripherie;2022;Appartement;3891.0;58
Lyon;69283;Mions;peripherie;2022;Maison;4312.0;93
Lyon;69283;Mions;peripherie;2023;Appartement;3784.0;42
Lyon;69283;Mions;peripherie;2023;Maison;4074.0;67
Lyon;69283;Mions;peripherie;2024;Appartement;3808.0;30
Lyon;69283;Mions;peripherie;2024;Maison;3847.0;70
Lyon;69283;Mions;peripherie;2025;Appartement;3956.0;32
Lyon;69283;Mions;peripherie;2025;Maison;3790.0;88
Lyon;69284;Montanay;peripherie;2021;Appartement;;8
Lyon;69284;Montanay;peripherie;2021;Maison;;18
Lyon;69284;Montanay;peripherie;2022;Appartement;;8
Lyon;69284;Montanay;peripherie;2022;Maison;;12
Lyon;69284;Montanay;peripherie;2023;Appartement;;3
Lyon;69284;Montanay;peripherie;2023;Maison;;19
Lyon;69284;Montanay;peripherie;2024;Appartement;;7
Lyon;69284;Montanay;peripherie;2024;Maison;;16
Lyon;69284;Montanay;peripherie;2025;Appartement;;3
Lyon;69284;Montanay;peripherie;2025;Maison;;23
Lyon;69286;Rillieux-la-Pape;peripherie;2021;Appartement;2540.0;182
Lyon;69286;Rillieux-la-Pape;peripherie;2021;Maison;4241.0;87
Lyon;69286;Rillieux-la-Pape;peripherie;2022;Appartement;2647.0;188
Lyon;69286;Rillieux-la-Pape;peripherie;2022;Maison;4431.0;104
Lyon;69286;Rillieux-la-Pape;peripherie;2023;Appartement;2625.0;135
Lyon;69286;Rillieux-la-Pape;peripherie;2023;Maison;4371.0;45
Lyon;69286;Rillieux-la-Pape;peripherie;2024;Appartement;2714.0;117
Lyon;69286;Rillieux-la-Pape;peripherie;2024;Maison;4049.0;63
Lyon;69286;Rillieux-la-Pape;peripherie;2025;Appartement;2525.0;151
Lyon;69286;Rillieux-la-Pape;peripherie;2025;Maison;3776.0;79
Lyon;69290;Saint-Priest;peripherie;2021;Appartement;2819.0;521
Lyon;69290;Saint-Priest;peripherie;2021;Maison;4026.0;138
Lyon;69290;Saint-Priest;peripherie;2022;Appartement;2964.0;512
Lyon;69290;Saint-Priest;peripherie;2022;Maison;4290.0;134
Lyon;69290;Saint-Priest;peripherie;2023;Appartement;2655.0;400
Lyon;69290;Saint-Priest;peripherie;2023;Maison;4105.0;111
Lyon;69290;Saint-Priest;peripherie;2024;Appartement;2591.0;342
Lyon;69290;Saint-Priest;peripherie;2024;Maison;3700.0;85
Lyon;69290;Saint-Priest;peripherie;2025;Appartement;2883.0;413
Lyon;69290;Saint-Priest;peripherie;2025;Maison;3717.0;118
Lyon;69292;Sathonay-Camp;peripherie;2021;Appartement;3592.0;54
Lyon;69292;Sathonay-Camp;peripherie;2021;Maison;;14
Lyon;69292;Sathonay-Camp;peripherie;2022;Appartement;4016.0;50
Lyon;69292;Sathonay-Camp;peripherie;2022;Maison;;11
Lyon;69292;Sathonay-Camp;peripherie;2023;Appartement;4051.0;39
Lyon;69292;Sathonay-Camp;peripherie;2023;Maison;;9
Lyon;69292;Sathonay-Camp;peripherie;2024;Appartement;3849.0;56
Lyon;69292;Sathonay-Camp;peripherie;2024;Maison;;9
Lyon;69292;Sathonay-Camp;peripherie;2025;Appartement;3681.0;66
Lyon;69292;Sathonay-Camp;peripherie;2025;Maison;;14
Lyon;69293;Sathonay-Village;peripherie;2021;Appartement;;16
Lyon;69293;Sathonay-Village;peripherie;2021;Maison;;15
Lyon;69293;Sathonay-Village;peripherie;2022;Appartement;;8
Lyon;69293;Sathonay-Village;peripherie;2022;Maison;;11
Lyon;69293;Sathonay-Village;peripherie;2023;Appartement;;7
Lyon;69293;Sathonay-Village;peripherie;2023;Maison;;6
Lyon;69293;Sathonay-Village;peripherie;2024;Appartement;;8
Lyon;69293;Sathonay-Village;peripherie;2024;Maison;;15
Lyon;69293;Sathonay-Village;peripherie;2025;Appartement;;4
Lyon;69293;Sathonay-Village;peripherie;2025;Maison;;8
Lyon;69296;Solaize;peripherie;2021;Appartement;;4
Lyon;69296;Solaize;peripherie;2021;Maison;;19
Lyon;69296;Solaize;peripherie;2022;Appartement;;17
Lyon;69296;Solaize;peripherie;2022;Maison;;18
Lyon;69296;Solaize;peripherie;2023;Appartement;;6
Lyon;69296;Solaize;peripherie;2023;Maison;;19
Lyon;69296;Solaize;peripherie;2024;Appartement;;1
Lyon;69296;Solaize;peripherie;2024;Maison;;17
Lyon;69296;Solaize;peripherie;2025;Appartement;;5
Lyon;69296;Solaize;peripherie;2025;Maison;;16
Marseille;13001;Aix-en-Provence;peripherie;2021;Appartement;4524.0;2047
Marseille;13001;Aix-en-Provence;peripherie;2021;Maison;5384.0;350
Marseille;13001;Aix-en-Provence;peripherie;2022;Appartement;4762.0;2148
Marseille;13001;Aix-en-Provence;peripherie;2022;Maison;5986.0;299
Marseille;13001;Aix-en-Provence;peripherie;2023;Appartement;4942.0;1640
Marseille;13001;Aix-en-Provence;peripherie;2023;Maison;6097.0;229
Marseille;13001;Aix-en-Provence;peripherie;2024;Appartement;4808.0;1450
Marseille;13001;Aix-en-Provence;peripherie;2024;Maison;6059.0;214
Marseille;13001;Aix-en-Provence;peripherie;2025;Appartement;4819.0;1845
Marseille;13001;Aix-en-Provence;peripherie;2025;Maison;5879.0;254
Marseille;13002;Allauch;peripherie;2021;Appartement;3635.0;105
Marseille;13002;Allauch;peripherie;2021;Maison;4564.0;168
Marseille;13002;Allauch;peripherie;2022;Appartement;3720.0;96
Marseille;13002;Allauch;peripherie;2022;Maison;5084.0;160
Marseille;13002;Allauch;peripherie;2023;Appartement;3895.0;77
Marseille;13002;Allauch;peripherie;2023;Maison;5000.0;114
Marseille;13002;Allauch;peripherie;2024;Appartement;3824.0;61
Marseille;13002;Allauch;peripherie;2024;Maison;4752.0;103
Marseille;13002;Allauch;peripherie;2025;Appartement;3490.0;67
Marseille;13002;Allauch;peripherie;2025;Maison;4800.0;118
Marseille;13003;Alleins;peripherie;2021;Appartement;;2
Marseille;13003;Alleins;peripherie;2021;Maison;3320.0;30
Marseille;13003;Alleins;peripherie;2022;Appartement;;1
Marseille;13003;Alleins;peripherie;2022;Maison;;20
Marseille;13003;Alleins;peripherie;2023;Appartement;;2
Marseille;13003;Alleins;peripherie;2023;Maison;;25
Marseille;13003;Alleins;peripherie;2024;Appartement;;1
Marseille;13003;Alleins;peripherie;2024;Maison;;13
Marseille;13003;Alleins;peripherie;2025;Appartement;;2
Marseille;13003;Alleins;peripherie;2025;Maison;;23
Marseille;13005;Aubagne;peripherie;2021;Appartement;2583.0;396
Marseille;13005;Aubagne;peripherie;2021;Maison;4306.0;200
Marseille;13005;Aubagne;peripherie;2022;Appartement;2782.0;367
Marseille;13005;Aubagne;peripherie;2022;Maison;4391.0;162
Marseille;13005;Aubagne;peripherie;2023;Appartement;2894.0;306
Marseille;13005;Aubagne;peripherie;2023;Maison;4822.0;115
Marseille;13005;Aubagne;peripherie;2024;Appartement;2705.0;296
Marseille;13005;Aubagne;peripherie;2024;Maison;4500.0;127
Marseille;13005;Aubagne;peripherie;2025;Appartement;2640.0;363
Marseille;13005;Aubagne;peripherie;2025;Maison;4364.0;149
Marseille;13007;Auriol;peripherie;2021;Appartement;3015.0;40
Marseille;13007;Auriol;peripherie;2021;Maison;4219.0;86
Marseille;13007;Auriol;peripherie;2022;Appartement;3312.0;41
Marseille;13007;Auriol;peripherie;2022;Maison;4520.0;66
Marseille;13007;Auriol;peripherie;2023;Appartement;3600.0;31
Marseille;13007;Auriol;peripherie;2023;Maison;4605.0;78
Marseille;13007;Auriol;peripherie;2024;Appartement;3339.0;40
Marseille;13007;Auriol;peripherie;2024;Maison;4632.0;44
Marseille;13007;Auriol;peripherie;2025;Appartement;2998.0;54
Marseille;13007;Auriol;peripherie;2025;Maison;4850.0;56
Marseille;13008;Aurons;peripherie;2021;Appartement;;2
Marseille;13008;Aurons;peripherie;2021;Maison;;7
Marseille;13008;Aurons;peripherie;2022;Maison;;6
Marseille;13008;Aurons;peripherie;2023;Maison;;1
Marseille;13008;Aurons;peripherie;2024;Appartement;;1
Marseille;13008;Aurons;peripherie;2024;Maison;;1
Marseille;13008;Aurons;peripherie;2025;Appartement;;2
Marseille;13008;Aurons;peripherie;2025;Maison;;3
Marseille;13009;La Barben;peripherie;2021;Maison;;2
Marseille;13009;La Barben;peripherie;2022;Maison;;7
Marseille;13009;La Barben;peripherie;2023;Maison;;8
Marseille;13009;La Barben;peripherie;2024;Appartement;;1
Marseille;13009;La Barben;peripherie;2024;Maison;;6
Marseille;13012;Beaurecueil;peripherie;2021;Appartement;;1
Marseille;13012;Beaurecueil;peripherie;2021;Maison;;1
Marseille;13012;Beaurecueil;peripherie;2022;Maison;;1
Marseille;13012;Beaurecueil;peripherie;2023;Appartement;;1
Marseille;13012;Beaurecueil;peripherie;2023;Maison;;1
Marseille;13012;Beaurecueil;peripherie;2024;Maison;;2
Marseille;13013;Belcodène;peripherie;2021;Appartement;;2
Marseille;13013;Belcodène;peripherie;2021;Maison;;19
Marseille;13013;Belcodène;peripherie;2022;Appartement;;1
Marseille;13013;Belcodène;peripherie;2022;Maison;;18
Marseille;13013;Belcodène;peripherie;2023;Appartement;;1
Marseille;13013;Belcodène;peripherie;2023;Maison;;14
Marseille;13013;Belcodène;peripherie;2024;Appartement;;1
Marseille;13013;Belcodène;peripherie;2024;Maison;;12
Marseille;13013;Belcodène;peripherie;2025;Appartement;;1
Marseille;13013;Belcodène;peripherie;2025;Maison;;10
Marseille;13014;Berre-l'Étang;peripherie;2021;Appartement;2651.0;50
Marseille;13014;Berre-l'Étang;peripherie;2021;Maison;3091.0;58
Marseille;13014;Berre-l'Étang;peripherie;2022;Appartement;2323.0;57
Marseille;13014;Berre-l'Étang;peripherie;2022;Maison;3521.0;45
Marseille;13014;Berre-l'Étang;peripherie;2023;Appartement;2333.0;31
Marseille;13014;Berre-l'Étang;peripherie;2023;Maison;3663.0;40
Marseille;13014;Berre-l'Étang;peripherie;2024;Appartement;2481.0;32
Marseille;13014;Berre-l'Étang;peripherie;2024;Maison;3452.0;42
Marseille;13014;Berre-l'Étang;peripherie;2025;Appartement;;29
Marseille;13014;Berre-l'Étang;peripherie;2025;Maison;3457.0;50
Marseille;13015;Bouc-Bel-Air;peripherie;2021;Appartement;4382.0;36
Marseille;13015;Bouc-Bel-Air;peripherie;2021;Maison;4769.0;115
Marseille;13015;Bouc-Bel-Air;peripherie;2022;Appartement;4919.0;41
Marseille;13015;Bouc-Bel-Air;peripherie;2022;Maison;5436.0;109
Marseille;13015;Bouc-Bel-Air;peripherie;2023;Appartement;;29
Marseille;13015;Bouc-Bel-Air;peripherie;2023;Maison;5381.0;75
Marseille;13015;Bouc-Bel-Air;peripherie;2024;Appartement;;28
Marseille;13015;Bouc-Bel-Air;peripherie;2024;Maison;5295.0;91
Marseille;13015;Bouc-Bel-Air;peripherie;2025;Appartement;;21
Marseille;13015;Bouc-Bel-Air;peripherie;2025;Maison;5288.0;82
Marseille;13016;La Bouilladisse;peripherie;2021;Appartement;;13
Marseille;13016;La Bouilladisse;peripherie;2021;Maison;4471.0;45
